in:Orientation,in:WWR,in:Shade_Position,in:Shade_Depth,in:VT,in:Lighting_Control,out:sDA_[%],out:ASE_[%],out:Total_EUI_[kWh/m²],out:Cooling_[kWh/m²],out:Heating_[kWh/m²],img
East,40%,Left,100cm,70%,Daylight_Control,55.83,8.37,100.3,6,48.3,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR1_Shade_Position2_Shade_Depth4_VT3_Lighting_Control1.png
North,40%,Left,100cm,70%,Daylight_Control,68.67,28.66,86.5,6.3,35.4,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR1_Shade_Position2_Shade_Depth4_VT3_Lighting_Control1.png
West,40%,Left,100cm,70%,Daylight_Control,63.62,25.85,99.1,6.3,47.5,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR1_Shade_Position2_Shade_Depth4_VT3_Lighting_Control1.png
South,50%,Left,100cm,70%,Daylight_Control,58.64,0,106.8,5.6,55.4,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR2_Shade_Position2_Shade_Depth4_VT3_Lighting_Control1.png
East,50%,Left,100cm,70%,Daylight_Control,62.3,10.23,99.6,6.5,48.2,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR2_Shade_Position2_Shade_Depth4_VT3_Lighting_Control1.png
North,50%,Left,100cm,70%,Daylight_Control,76.39,32.22,83.4,7,32.5,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR2_Shade_Position2_Shade_Depth4_VT3_Lighting_Control1.png
West,50%,Left,100cm,70%,Daylight_Control,70.63,30.56,98.8,6.7,47.7,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR2_Shade_Position2_Shade_Depth4_VT3_Lighting_Control1.png
South,60%,Left,100cm,70%,Daylight_Control,65.75,0,107.3,5.8,56.8,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR3_Shade_Position2_Shade_Depth4_VT3_Lighting_Control1.png
East,60%,Left,100cm,70%,Daylight_Control,69.48,11.25,99.5,6.8,48.5,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR3_Shade_Position2_Shade_Depth4_VT3_Lighting_Control1.png
North,60%,Left,100cm,70%,Daylight_Control,90.07,35.7,80.2,7.4,29.5,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR3_Shade_Position2_Shade_Depth4_VT3_Lighting_Control1.png
West,60%,Left,100cm,70%,Daylight_Control,78.96,34.69,98.6,7.3,47.7,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR3_Shade_Position2_Shade_Depth4_VT3_Lighting_Control1.png
South,30%,Top,25cm,40%,No_Lighting_Control,79.67,0,118.6,6.6,47.5,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR0_Shade_Position0_Shade_Depth1_VT0_Lighting_Control0.png
East,30%,Top,25cm,40%,No_Lighting_Control,44.85,8.13,115.1,6.6,46,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR0_Shade_Position0_Shade_Depth1_VT0_Lighting_Control0.png
North,30%,Top,25cm,40%,No_Lighting_Control,59.28,22.12,109.4,7,36.4,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR0_Shade_Position0_Shade_Depth1_VT0_Lighting_Control0.png
West,30%,Top,25cm,40%,No_Lighting_Control,53.59,16.67,115.8,6.9,42.8,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR0_Shade_Position0_Shade_Depth1_VT0_Lighting_Control0.png
South,40%,Top,25cm,40%,No_Lighting_Control,52.71,0,120.3,6.7,47.5,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR1_Shade_Position0_Shade_Depth1_VT0_Lighting_Control0.png
East,40%,Top,25cm,40%,No_Lighting_Control,56.64,10.74,115.9,6.7,43.1,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR1_Shade_Position0_Shade_Depth1_VT0_Lighting_Control0.png
North,40%,Top,25cm,40%,No_Lighting_Control,67.92,28.29,108.9,7.3,35.6,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR1_Shade_Position0_Shade_Depth1_VT0_Lighting_Control0.png
West,40%,Top,25cm,40%,No_Lighting_Control,62.16,23.31,116.7,7,43.6,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR1_Shade_Position0_Shade_Depth1_VT0_Lighting_Control0.png
South,50%,Top,25cm,40%,No_Lighting_Control,58.81,0,121.8,6.7,48.9,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR2_Shade_Position0_Shade_Depth1_VT0_Lighting_Control0.png
East,50%,Top,25cm,40%,No_Lighting_Control,62.97,12.53,116.9,6.9,43.9,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR2_Shade_Position0_Shade_Depth1_VT0_Lighting_Control0.png
North,50%,Top,25cm,40%,No_Lighting_Control,76.25,31.64,108.4,7.4,34.9,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR2_Shade_Position0_Shade_Depth1_VT0_Lighting_Control0.png
West,50%,Top,25cm,40%,No_Lighting_Control,69.51,28.25,117.7,7.2,44.5,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR2_Shade_Position0_Shade_Depth1_VT0_Lighting_Control0.png
South,60%,Top,25cm,40%,No_Lighting_Control,65.62,0,122.7,6.6,50,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR3_Shade_Position0_Shade_Depth1_VT0_Lighting_Control0.png
East,60%,Top,25cm,40%,No_Lighting_Control,70.26,14.23,117.6,7.1,44.4,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR3_Shade_Position0_Shade_Depth1_VT0_Lighting_Control0.png
North,60%,Top,25cm,40%,No_Lighting_Control,89.53,35.4,107.7,7.7,34,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR3_Shade_Position0_Shade_Depth1_VT0_Lighting_Control0.png
West,60%,Top,25cm,40%,No_Lighting_Control,77.71,31.74,118.6,7.4,45.1,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR3_Shade_Position0_Shade_Depth1_VT0_Lighting_Control0.png
South,30%,Right,25cm,40%,No_Lighting_Control,45.6,0,118.6,6.6,45.9,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR0_Shade_Position1_Shade_Depth1_VT0_Lighting_Control0.png
East,30%,Right,25cm,40%,No_Lighting_Control,50.2,9.89,114.9,6.7,42.1,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR0_Shade_Position1_Shade_Depth1_VT0_Lighting_Control0.png
North,30%,Right,25cm,40%,No_Lighting_Control,60.81,24.09,109.1,7.2,35.8,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR0_Shade_Position1_Shade_Depth1_VT0_Lighting_Control0.png
West,30%,Right,25cm,40%,No_Lighting_Control,54.44,17.45,115.9,7,42.8,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR0_Shade_Position1_Shade_Depth1_VT0_Lighting_Control0.png
South,40%,Right,25cm,40%,No_Lighting_Control,53.18,0,120.2,6.7,47.4,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR1_Shade_Position1_Shade_Depth1_VT0_Lighting_Control0.png
East,40%,Right,25cm,40%,No_Lighting_Control,57.76,12.53,115.5,6.8,42.6,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR1_Shade_Position1_Shade_Depth1_VT0_Lighting_Control0.png
North,40%,Right,25cm,40%,No_Lighting_Control,69.55,29.98,108.3,7.5,34.7,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR1_Shade_Position1_Shade_Depth1_VT0_Lighting_Control0.png
West,40%,Right,25cm,40%,No_Lighting_Control,62.97,24.42,116.6,7.2,43.4,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR1_Shade_Position1_Shade_Depth1_VT0_Lighting_Control0.png
South,50%,Right,25cm,40%,No_Lighting_Control,59.76,0,121.7,6.8,48.8,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR2_Shade_Position1_Shade_Depth1_VT0_Lighting_Control0.png
East,50%,Right,25cm,40%,No_Lighting_Control,64.36,14.84,116.3,7,43.3,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR2_Shade_Position1_Shade_Depth1_VT0_Lighting_Control0.png
North,50%,Right,25cm,40%,No_Lighting_Control,78.15,33.13,107.6,7.7,33.8,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR2_Shade_Position1_Shade_Depth1_VT0_Lighting_Control0.png
West,50%,Right,25cm,40%,No_Lighting_Control,70.56,29.47,117.6,7.3,44.2,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR2_Shade_Position1_Shade_Depth1_VT0_Lighting_Control0.png
South,60%,Right,25cm,40%,No_Lighting_Control,66.53,0,122.7,6.7,49.9,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR3_Shade_Position1_Shade_Depth1_VT0_Lighting_Control0.png
East,60%,Right,25cm,40%,No_Lighting_Control,71.58,16.33,117.1,7.2,43.8,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR3_Shade_Position1_Shade_Depth1_VT0_Lighting_Control0.png
North,60%,Right,25cm,40%,No_Lighting_Control,92.78,36.79,106.9,7.9,32.9,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR3_Shade_Position1_Shade_Depth1_VT0_Lighting_Control0.png
West,60%,Right,25cm,40%,No_Lighting_Control,78.22,33.3,118.6,7.6,44.9,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR3_Shade_Position1_Shade_Depth1_VT0_Lighting_Control0.png
South,30%,Left,25cm,40%,No_Lighting_Control,45.9,0,118.6,6.6,45.9,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR0_Shade_Position2_Shade_Depth1_VT0_Lighting_Control0.png
East,30%,Left,25cm,40%,No_Lighting_Control,49.73,8.1,115.1,6.7,42.4,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR0_Shade_Position2_Shade_Depth1_VT0_Lighting_Control0.png
North,30%,Left,25cm,40%,No_Lighting_Control,60.81,23.95,108.9,7.1,35.7,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR0_Shade_Position2_Shade_Depth1_VT0_Lighting_Control0.png
West,30%,Left,25cm,40%,No_Lighting_Control,55.39,19.11,115.6,7,42.5,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR0_Shade_Position2_Shade_Depth1_VT0_Lighting_Control0.png
South,40%,Left,25cm,40%,No_Lighting_Control,53.66,0,120.2,6.7,47.4,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR1_Shade_Position2_Shade_Depth1_VT0_Lighting_Control0.png
East,40%,Left,25cm,40%,No_Lighting_Control,57.55,10.64,115.8,6.8,42.9,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR1_Shade_Position2_Shade_Depth1_VT0_Lighting_Control0.png
North,40%,Left,25cm,40%,No_Lighting_Control,70.12,29.88,108.3,7.5,34.7,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR1_Shade_Position2_Shade_Depth1_VT0_Lighting_Control0.png
West,40%,Left,25cm,40%,No_Lighting_Control,63.55,25.98,116.4,7.2,43.1,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR1_Shade_Position2_Shade_Depth1_VT0_Lighting_Control0.png
South,50%,Left,25cm,40%,No_Lighting_Control,59.69,0,121.8,6.9,48.8,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR2_Shade_Position2_Shade_Depth1_VT0_Lighting_Control0.png
East,50%,Left,25cm,40%,No_Lighting_Control,64.02,12.8,116.7,7,43.6,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR2_Shade_Position2_Shade_Depth1_VT0_Lighting_Control0.png
North,50%,Left,25cm,40%,No_Lighting_Control,77.61,33.06,107.5,7.7,33.8,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR2_Shade_Position2_Shade_Depth1_VT0_Lighting_Control0.png
West,50%,Left,25cm,40%,No_Lighting_Control,70.66,30.86,117.3,7.4,43.9,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR2_Shade_Position2_Shade_Depth1_VT0_Lighting_Control0.png
South,60%,Left,25cm,40%,No_Lighting_Control,66.46,0,122.9,6.9,49.9,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR3_Shade_Position2_Shade_Depth1_VT0_Lighting_Control0.png
East,60%,Left,25cm,40%,No_Lighting_Control,70.87,14.3,117.5,7.2,44.2,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR3_Shade_Position2_Shade_Depth1_VT0_Lighting_Control0.png
North,60%,Left,25cm,40%,No_Lighting_Control,91.9,36.92,106.9,8,32.9,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR3_Shade_Position2_Shade_Depth1_VT0_Lighting_Control0.png
West,60%,Left,25cm,40%,No_Lighting_Control,79.13,34.79,118.2,7.7,44.5,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR3_Shade_Position2_Shade_Depth1_VT0_Lighting_Control0.png
South,30%,Top,75cm,40%,No_Lighting_Control,41.53,0,118.6,6.5,46.1,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR0_Shade_Position0_Shade_Depth3_VT0_Lighting_Control0.png
East,30%,Top,75cm,40%,No_Lighting_Control,45.87,5.62,115.5,6.4,43,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR0_Shade_Position0_Shade_Depth3_VT0_Lighting_Control0.png
North,30%,Top,75cm,40%,No_Lighting_Control,56.61,16.67,110.9,6.8,38,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR0_Shade_Position0_Shade_Depth3_VT0_Lighting_Control0.png
West,30%,Top,75cm,40%,No_Lighting_Control,51.46,12.53,116.1,6.7,43.3,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR0_Shade_Position0_Shade_Depth3_VT0_Lighting_Control0.png
South,40%,Top,75cm,40%,No_Lighting_Control,49.76,0,120.3,6.6,47.7,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR1_Shade_Position0_Shade_Depth3_VT0_Lighting_Control0.png
East,40%,Top,75cm,40%,No_Lighting_Control,54.1,7.76,116.5,6.6,43.9,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR1_Shade_Position0_Shade_Depth3_VT0_Lighting_Control0.png
North,40%,Top,75cm,40%,No_Lighting_Control,64.63,22.56,110.8,6.8,37.9,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR1_Shade_Position0_Shade_Depth3_VT0_Lighting_Control0.png
West,40%,Top,75cm,40%,No_Lighting_Control,59.42,18.67,117.1,6.8,44.3,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR1_Shade_Position0_Shade_Depth3_VT0_Lighting_Control0.png
South,50%,Top,75cm,40%,No_Lighting_Control,56.3,0,121.8,6.6,49.2,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR2_Shade_Position0_Shade_Depth3_VT0_Lighting_Control0.png
East,50%,Top,75cm,40%,No_Lighting_Control,60.2,9.21,117.6,6.6,45,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR2_Shade_Position0_Shade_Depth3_VT0_Lighting_Control0.png
North,50%,Top,75cm,40%,No_Lighting_Control,71.34,26.56,110.7,6.9,37.7,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR2_Shade_Position0_Shade_Depth3_VT0_Lighting_Control0.png
West,50%,Top,75cm,40%,No_Lighting_Control,66.02,23.44,118.3,6.8,45.4,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR2_Shade_Position0_Shade_Depth3_VT0_Lighting_Control0.png
South,60%,Top,75cm,40%,No_Lighting_Control,62.87,0,122.8,6.5,50.3,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR3_Shade_Position0_Shade_Depth3_VT0_Lighting_Control0.png
East,60%,Top,75cm,40%,No_Lighting_Control,67.34,11.72,118.4,6.8,45.5,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR3_Shade_Position0_Shade_Depth3_VT0_Lighting_Control0.png
North,60%,Top,75cm,40%,No_Lighting_Control,82.32,31.54,110,7.2,36.7,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR3_Shade_Position0_Shade_Depth3_VT0_Lighting_Control0.png
West,60%,Top,75cm,40%,No_Lighting_Control,74.19,28.05,119.1,7,46,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR3_Shade_Position0_Shade_Depth3_VT0_Lighting_Control0.png
South,30%,Right,75cm,40%,No_Lighting_Control,44.85,0,118.6,6.6,45.9,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR0_Shade_Position1_Shade_Depth3_VT0_Lighting_Control0.png
East,30%,Right,75cm,40%,No_Lighting_Control,49.32,9.89,114.9,6.7,42.2,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR0_Shade_Position1_Shade_Depth3_VT0_Lighting_Control0.png
North,30%,Right,75cm,40%,No_Lighting_Control,59.99,22.87,109.6,7.2,36.3,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR0_Shade_Position1_Shade_Depth3_VT0_Lighting_Control0.png
West,30%,Right,75cm,40%,No_Lighting_Control,52.91,15.31,116.3,6.9,43.3,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR0_Shade_Position1_Shade_Depth3_VT0_Lighting_Control0.png
South,40%,Right,75cm,40%,No_Lighting_Control,52.74,0,120.3,6.7,47.5,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR1_Shade_Position1_Shade_Depth3_VT0_Lighting_Control0.png
East,40%,Right,75cm,40%,No_Lighting_Control,57.79,12.53,115.5,6.8,42.7,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR1_Shade_Position1_Shade_Depth3_VT0_Lighting_Control0.png
North,40%,Right,75cm,40%,No_Lighting_Control,69.31,29,108.8,7.4,35.3,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR1_Shade_Position1_Shade_Depth3_VT0_Lighting_Control0.png
West,40%,Right,75cm,40%,No_Lighting_Control,61.35,22.39,117.1,7.1,43.9,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR1_Shade_Position1_Shade_Depth3_VT0_Lighting_Control0.png
South,50%,Right,75cm,40%,No_Lighting_Control,58.74,0,121.7,6.8,48.9,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR2_Shade_Position1_Shade_Depth3_VT0_Lighting_Control0.png
East,50%,Right,75cm,40%,No_Lighting_Control,64.13,14.84,116.4,7,43.3,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR2_Shade_Position1_Shade_Depth3_VT0_Lighting_Control0.png
North,50%,Right,75cm,40%,No_Lighting_Control,77.74,32.42,108,7.7,34.3,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR2_Shade_Position1_Shade_Depth3_VT0_Lighting_Control0.png
West,50%,Right,75cm,40%,No_Lighting_Control,68.5,27.81,118.1,7.3,44.7,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR2_Shade_Position1_Shade_Depth3_VT0_Lighting_Control0.png
South,60%,Right,75cm,40%,No_Lighting_Control,65.51,0,122.7,6.7,50,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR3_Shade_Position1_Shade_Depth3_VT0_Lighting_Control0.png
East,60%,Right,75cm,40%,No_Lighting_Control,71.41,16.33,117.1,7.2,43.9,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR3_Shade_Position1_Shade_Depth3_VT0_Lighting_Control0.png
North,60%,Right,75cm,40%,No_Lighting_Control,91.09,35.98,107.5,7.9,33.6,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR3_Shade_Position1_Shade_Depth3_VT0_Lighting_Control0.png
