in:Orientation,in:WWR,in:Shade Position,in:Shade Depth,in:VT,in:Lighting Control,out:sDA [%],out:ASE [%],out:Total EUI [kWh/m²],out:Cooling [kWh/m²],out:Heating [kWh/m²],img
East,50%,Top,0cm,70%,Daylight Control,64.67,14.84,97.7,6.6,46.4,Orientation1_WWR2_Shade Position0_Shade Depth0_VT3_Lighting Control1.png
North,50%,Top,0cm,70%,Daylight Control,78.01,33.47,81.4,7.2,30.4,Orientation2_WWR2_Shade Position0_Shade Depth0_VT3_Lighting Control1.png
West,50%,Top,0cm,70%,Daylight Control,71.17,30.96,98.6,6.9,47.4,Orientation3_WWR2_Shade Position0_Shade Depth0_VT3_Lighting Control1.png
South,60%,Top,0cm,70%,Daylight Control,67.04,0,106.7,5.7,56.5,Orientation0_WWR3_Shade Position0_Shade Depth0_VT3_Lighting Control1.png
East,60%,Top,0cm,70%,Daylight Control,72.29,16.33,97.1,7.1,46.2,Orientation1_WWR3_Shade Position0_Shade Depth0_VT3_Lighting Control1.png
North,60%,Top,0cm,70%,Daylight Control,94,37.3,78.4,7.7,27.5,Orientation2_WWR3_Shade Position0_Shade Depth0_VT3_Lighting Control1.png
West,60%,Top,0cm,70%,Daylight Control,79.23,34.89,98.4,7.4,47.4,Orientation3_WWR3_Shade Position0_Shade Depth0_VT3_Lighting Control1.png
South,30%,Right,0cm,70%,Daylight Control,46.34,0,105.8,5.2,52.2,Orientation0_WWR0_Shade Position1_Shade Depth0_VT3_Lighting Control1.png
East,30%,Right,0cm,70%,Daylight Control,50.44,9.89,99.1,5.7,46.2,Orientation1_WWR0_Shade Position1_Shade Depth0_VT3_Lighting Control1.png
North,30%,Right,0cm,70%,Daylight Control,61.72,24.8,88.9,6.4,36.7,Orientation2_WWR0_Shade Position1_Shade Depth0_VT3_Lighting Control1.png
West,30%,Right,0cm,70%,Daylight Control,55.05,19.21,100.1,6,47.4,Orientation3_WWR0_Shade Position1_Shade Depth0_VT3_Lighting Control1.png
South,40%,Right,0cm,70%,Daylight Control,54.2,0,105.8,5.2,53.9,Orientation0_WWR1_Shade Position1_Shade Depth0_VT3_Lighting Control1.png
East,40%,Right,0cm,70%,Daylight Control,58.3,12.53,98.3,6.1,46.5,Orientation1_WWR1_Shade Position1_Shade Depth0_VT3_Lighting Control1.png
North,40%,Right,0cm,70%,Daylight Control,70.46,30.49,84.9,6.5,33.8,Orientation2_WWR1_Shade Position1_Shade Depth0_VT3_Lighting Control1.png
West,40%,Right,0cm,70%,Daylight Control,63.65,26.02,98.9,6.4,47.2,Orientation3_WWR1_Shade Position1_Shade Depth0_VT3_Lighting Control1.png
South,50%,Right,0cm,70%,Daylight Control,60.16,0,106.5,5.8,55.2,Orientation0_WWR2_Shade Position1_Shade Depth0_VT3_Lighting Control1.png
East,50%,Right,0cm,70%,Daylight Control,64.84,14.84,97.7,6.6,46.3,Orientation1_WWR2_Shade Position1_Shade Depth0_VT3_Lighting Control1.png
North,50%,Right,0cm,70%,Daylight Control,79.07,33.47,81.4,7.2,30.4,Orientation2_WWR2_Shade Position1_Shade Depth0_VT3_Lighting Control1.png
West,50%,Right,0cm,70%,Daylight Control,71.24,30.96,98.7,6.9,47.4,Orientation3_WWR2_Shade Position1_Shade Depth0_VT3_Lighting Control1.png
South,60%,Right,0cm,70%,Daylight Control,66.9,0,106.7,5.7,56.5,Orientation0_WWR3_Shade Position1_Shade Depth0_VT3_Lighting Control1.png
East,60%,Right,0cm,70%,Daylight Control,71.78,16.33,97.1,7.1,46.2,Orientation1_WWR3_Shade Position1_Shade Depth0_VT3_Lighting Control1.png
North,60%,Right,0cm,70%,Daylight Control,93.43,37.3,78.4,7.7,27.5,Orientation2_WWR3_Shade Position1_Shade Depth0_VT3_Lighting Control1.png
West,60%,Right,0cm,70%,Daylight Control,79.44,34.89,98.4,7.4,47.4,Orientation3_WWR3_Shade Position1_Shade Depth0_VT3_Lighting Control1.png
South,30%,Left,0cm,70%,Daylight Control,46.54,0,105.8,5.2,52.2,Orientation0_WWR0_Shade Position2_Shade Depth0_VT3_Lighting Control1.png
East,30%,Left,0cm,70%,Daylight Control,50.17,9.89,99.1,5.7,46.3,Orientation1_WWR0_Shade Position2_Shade Depth0_VT3_Lighting Control1.png
North,30%,Left,0cm,70%,Daylight Control,61.72,24.8,88.8,6.4,36.7,Orientation2_WWR0_Shade Position2_Shade Depth0_VT3_Lighting Control1.png
West,30%,Left,0cm,70%,Daylight Control,55.25,19.21,100.1,6,47.4,Orientation3_WWR0_Shade Position2_Shade Depth0_VT3_Lighting Control1.png
South,40%,Left,0cm,70%,Daylight Control,54.17,0,105.8,5.2,53.9,Orientation0_WWR1_Shade Position2_Shade Depth0_VT3_Lighting Control1.png
East,40%,Left,0cm,70%,Daylight Control,58.03,12.53,98.3,6.1,46.5,Orientation1_WWR1_Shade Position2_Shade Depth0_VT3_Lighting Control1.png
North,40%,Left,0cm,70%,Daylight Control,70.33,30.49,84.9,6.5,33.8,Orientation2_WWR1_Shade Position2_Shade Depth0_VT3_Lighting Control1.png
West,40%,Left,0cm,70%,Daylight Control,63.99,26.02,98.9,6.4,47.2,Orientation3_WWR1_Shade Position2_Shade Depth0_VT3_Lighting Control1.png
South,50%,Left,0cm,70%,Daylight Control,60.33,0,106.5,5.8,55.2,Orientation0_WWR2_Shade Position2_Shade Depth0_VT3_Lighting Control1.png
East,50%,Left,0cm,70%,Daylight Control,65.04,14.84,97.7,6.6,46.3,Orientation1_WWR2_Shade Position2_Shade Depth0_VT3_Lighting Control1.png
North,50%,Left,0cm,70%,Daylight Control,79.07,33.47,81.4,7.2,30.4,Orientation2_WWR2_Shade Position2_Shade Depth0_VT3_Lighting Control1.png
West,50%,Left,0cm,70%,Daylight Control,71.1,30.96,98.7,6.9,47.4,Orientation3_WWR2_Shade Position2_Shade Depth0_VT3_Lighting Control1.png
South,60%,Left,0cm,70%,Daylight Control,67.07,0,106.7,5.7,56.5,Orientation0_WWR3_Shade Position2_Shade Depth0_VT3_Lighting Control1.png
East,60%,Left,0cm,70%,Daylight Control,72.19,16.33,97.1,7.1,46.2,Orientation1_WWR3_Shade Position2_Shade Depth0_VT3_Lighting Control1.png
North,60%,Left,0cm,70%,Daylight Control,93.02,37.3,78.4,7.7,27.5,Orientation2_WWR3_Shade Position2_Shade Depth0_VT3_Lighting Control1.png
West,60%,Left,0cm,70%,Daylight Control,79.71,34.89,98.4,7.4,47.4,Orientation3_WWR3_Shade Position2_Shade Depth0_VT3_Lighting Control1.png
South,30%,Top,50cm,70%,Daylight Control,42.55,0,106,5,52.1,Orientation0_WWR0_Shade Position0_Shade Depth1_VT3_Lighting Control1.png
East,30%,Top,50cm,70%,Daylight Control,47.43,6.84,100.8,5.4,47.7,Orientation1_WWR0_Shade Position0_Shade Depth1_VT3_Lighting Control1.png
North,30%,Top,50cm,70%,Daylight Control,57.86,19.38,91.7,5.4,39.9,Orientation2_WWR0_Shade Position0_Shade Depth1_VT3_Lighting Control1.png
West,30%,Top,50cm,70%,Daylight Control,52.61,14.8,101.3,5.6,48.5,Orientation3_WWR0_Shade Position0_Shade Depth1_VT3_Lighting Control1.png
South,40%,Top,50cm,70%,Daylight Control,51.19,0,106.7,5.3,54.2,Orientation0_WWR1_Shade Position0_Shade Depth1_VT3_Lighting Control1.png
East,40%,Top,50cm,70%,Daylight Control,55.28,9.42,100,5.5,48.2,Orientation1_WWR1_Shade Position0_Shade Depth1_VT3_Lighting Control1.png
North,40%,Top,50cm,70%,Daylight Control,66.12,25.81,89,5.8,38.1,Orientation2_WWR1_Shade Position0_Shade Depth1_VT3_Lighting Control1.png
West,40%,Top,50cm,70%,Daylight Control,61.11,21.48,100.4,5.8,48.8,Orientation3_WWR1_Shade Position0_Shade Depth1_VT3_Lighting Control1.png
South,50%,Top,50cm,70%,Daylight Control,57.22,0,107.2,5.4,55.8,Orientation0_WWR2_Shade Position0_Shade Depth1_VT3_Lighting Control1.png
East,50%,Top,50cm,70%,Daylight Control,61.72,11.01,99.5,5.9,48.5,Orientation1_WWR2_Shade Position0_Shade Depth1_VT3_Lighting Control1.png
North,50%,Top,50cm,70%,Daylight Control,73.37,29.51,86.2,6.1,35.9,Orientation2_WWR2_Shade Position0_Shade Depth1_VT3_Lighting Control1.png
West,50%,Top,50cm,70%,Daylight Control,67.78,26.25,100.3,6.1,49.5,Orientation3_WWR2_Shade Position0_Shade Depth1_VT3_Lighting Control1.png
South,60%,Top,50cm,70%,Daylight Control,64.13,0,107.4,5.4,57.2,Orientation0_WWR3_Shade Position0_Shade Depth1_VT3_Lighting Control1.png
East,60%,Top,50cm,70%,Daylight Control,69,13.04,98.9,6.3,48.3,Orientation1_WWR3_Shade Position0_Shade Depth1_VT3_Lighting Control1.png
North,60%,Top,50cm,70%,Daylight Control,85.81,33.54,82.2,6.3,32.5,Orientation2_WWR3_Shade Position0_Shade Depth1_VT3_Lighting Control1.png
West,60%,Top,50cm,70%,Daylight Control,75.2,30.05,99.9,6.6,49.5,Orientation3_WWR3_Shade Position0_Shade Depth1_VT3_Lighting Control1.png
South,30%,Right,50cm,70%,Daylight Control,44.68,0,105.9,5,52.2,Orientation0_WWR0_Shade Position1_Shade Depth1_VT3_Lighting Control1.png
East,30%,Right,50cm,70%,Daylight Control,49.63,9.89,99.7,5.6,46.7,Orientation1_WWR0_Shade Position1_Shade Depth1_VT3_Lighting Control1.png
North,30%,Right,50cm,70%,Daylight Control,60.23,23.44,90,6.2,37.8,Orientation2_WWR0_Shade Position1_Shade Depth1_VT3_Lighting Control1.png
West,30%,Right,50cm,70%,Daylight Control,53.42,16.06,101,5.9,48.1,Orientation3_WWR0_Shade Position1_Shade Depth1_VT3_Lighting Control1.png
South,40%,Right,50cm,70%,Daylight Control,53.08,0,106.1,5.3,53.9,Orientation0_WWR1_Shade Position1_Shade Depth1_VT3_Lighting Control1.png
East,40%,Right,50cm,70%,Daylight Control,57.72,12.53,98.5,6.1,46.7,Orientation1_WWR1_Shade Position1_Shade Depth1_VT3_Lighting Control1.png
North,40%,Right,50cm,70%,Daylight Control,69.48,29.47,85.9,6.3,34.9,Orientation2_WWR1_Shade Position1_Shade Depth1_VT3_Lighting Control1.png
West,40%,Right,50cm,70%,Daylight Control,62.33,23.41,100,6.3,48.3,Orientation3_WWR1_Shade Position1_Shade Depth1_VT3_Lighting Control1.png
South,50%,Right,50cm,70%,Daylight Control,59.38,0,106.7,5.7,55.3,Orientation0_WWR2_Shade Position1_Shade Depth1_VT3_Lighting Control1.png
East,50%,Right,50cm,70%,Daylight Control,63.96,14.84,97.8,6.5,46.5,Orientation1_WWR2_Shade Position1_Shade Depth1_VT3_Lighting Control1.png
North,50%,Right,50cm,70%,Daylight Control,77.54,32.69,82.3,7,31.4,Orientation2_WWR2_Shade Position1_Shade Depth1_VT3_Lighting Control1.png
West,50%,Right,50cm,70%,Daylight Control,69.44,28.39,99.7,6.7,48.5,Orientation3_WWR2_Shade Position1_Shade Depth1_VT3_Lighting Control1.png
South,60%,Right,50cm,70%,Daylight Control,65.75,0,106.9,5.6,56.7,Orientation0_WWR3_Shade Position1_Shade Depth1_VT3_Lighting Control1.png
East,60%,Right,50cm,70%,Daylight Control,71.27,16.33,97.3,7,46.3,Orientation1_WWR3_Shade Position1_Shade Depth1_VT3_Lighting Control1.png
North,60%,Right,50cm,70%,Daylight Control,91.9,36.42,79.5,7.5,28.7,Orientation2_WWR3_Shade Position1_Shade Depth1_VT3_Lighting Control1.png
West,60%,Right,50cm,70%,Daylight Control,77.74,32.11,99.6,7.3,48.7,Orientation3_WWR3_Shade Position1_Shade Depth1_VT3_Lighting Control1.png
South,30%,Left,50cm,70%,Daylight Control,45.29,0,106,5.1,52.3,Orientation0_WWR0_Shade Position2_Shade Depth1_VT3_Lighting Control1.png
East,30%,Left,50cm,70%,Daylight Control,48.48,6.88,100.7,5.6,47.6,Orientation1_WWR0_Shade Position2_Shade Depth1_VT3_Lighting Control1.png
North,30%,Left,50cm,70%,Daylight Control,60.06,23.27,90,6.2,37.8,Orientation2_WWR0_Shade Position2_Shade Depth1_VT3_Lighting Control1.png
West,30%,Left,50cm,70%,Daylight Control,54.95,18.94,100.3,5.9,47.6,Orientation3_WWR0_Shade Position2_Shade Depth1_VT3_Lighting Control1.png
South,40%,Left,50cm,70%,Daylight Control,53.62,0,106.2,5.4,53.9,Orientation0_WWR1_Shade Position2_Shade Depth1_VT3_Lighting Control1.png
East,40%,Left,50cm,70%,Daylight Control,56.64,9.59,99.5,6,47.6,Orientation1_WWR1_Shade Position2_Shade Depth1_VT3_Lighting Control1.png
North,40%,Left,50cm,70%,Daylight Control,69.38,29.34,85.7,6.3,34.7,Orientation2_WWR1_Shade Position2_Shade Depth1_VT3_Lighting Control1.png
West,40%,Left,50cm,70%,Daylight Control,63.25,25.91,99.1,6.3,47.4,Orientation3_WWR1_Shade Position2_Shade Depth1_VT3_Lighting Control1.png
South,50%,Left,50cm,70%,Daylight Control,59.42,0,106.7,5.7,55.3,Orientation0_WWR2_Shade Position2_Shade Depth1_VT3_Lighting Control1.png
East,50%,Left,50cm,70%,Daylight Control,63.55,11.69,98.8,6.5,47.5,Orientation1_WWR2_Shade Position2_Shade Depth1_VT3_Lighting Control1.png
North,50%,Left,50cm,70%,Daylight Control,77.17,32.72,82.3,7,31.3,Orientation2_WWR2_Shade Position2_Shade Depth1_VT3_Lighting Control1.png
West,50%,Left,50cm,70%,Daylight Control,70.66,30.76,98.7,6.8,47.6,Orientation3_WWR2_Shade Position2_Shade Depth1_VT3_Lighting Control1.png
South,60%,Left,50cm,70%,Daylight Control,66.19,0,106.9,5.6,56.7,Orientation0_WWR3_Shade Position2_Shade Depth1_VT3_Lighting Control1.png
East,60%,Left,50cm,70%,Daylight Control,70.56,13.08,98.5,6.9,47.6,Orientation1_WWR3_Shade Position2_Shade Depth1_VT3_Lighting Control1.png
North,60%,Left,50cm,70%,Daylight Control,91.77,36.42,79.4,7.5,28.6,Orientation2_WWR3_Shade Position2_Shade Depth1_VT3_Lighting Control1.png
West,60%,Left,50cm,70%,Daylight Control,78.46,34.79,98.5,7.4,47.6,Orientation3_WWR3_Shade Position2_Shade Depth1_VT3_Lighting Control1.png
South,30%,Top,100cm,70%,Daylight Control,40.14,0,106.4,4.9,52.1,Orientation0_WWR0_Shade Position0_Shade Depth2_VT3_Lighting Control1.png
East,30%,Top,100cm,70%,Daylight Control,44.58,3.62,102.5,5.9,48.4,Orientation1_WWR0_Shade Position0_Shade Depth2_VT3_Lighting Control1.png
North,30%,Top,100cm,70%,Daylight Control,54.98,14.87,94.4,5.1,42.3,Orientation2_WWR0_Shade Position0_Shade Depth2_VT3_Lighting Control1.png
West,30%,Top,100cm,70%,Daylight Control,50.14,11.11,102,5.2,49,Orientation3_WWR0_Shade Position0_Shade Depth2_VT3_Lighting Control1.png
South,40%,Top,100cm,70%,Daylight Control,48.58,0,107,5,54.4,Orientation0_WWR1_Shade Position0_Shade Depth2_VT3_Lighting Control1.png
East,40%,Top,100cm,70%,Daylight Control,52.98,4.95,101.3,5.3,49.3,Orientation1_WWR1_Shade Position0_Shade Depth2_VT3_Lighting Control1.png
North,40%,Top,100cm,70%,Daylight Control,63.41,20.56,92.3,5.2,41.6,Orientation2_WWR1_Shade Position0_Shade Depth2_VT3_Lighting Control1.png
West,40%,Top,100cm,70%,Daylight Control,58.74,16.63,101.5,5.5,49.8,Orientation3_WWR1_Shade Position0_Shade Depth2_VT3_Lighting Control1.png
South,50%,Top,100cm,70%,Daylight Control,55.18,0,107.8,5.3,56.1,Orientation0_WWR2_Shade Position0_Shade Depth2_VT3_Lighting Control1.png
East,50%,Top,100cm,70%,Daylight Control,59.15,6.44,101.1,5.5,50,Orientation1_WWR2_Shade Position0_Shade Depth2_VT3_Lighting Control1.png
North,50%,Top,100cm,70%,Daylight Control,70.43,24.53,90.5,5.3,40.7,Orientation2_WWR2_Shade Position0_Shade Depth2_VT3_Lighting Control1.png
West,50%,Top,100cm,70%,Daylight Control,65.14,21.48,101.6,5.6,50.8,Orientation3_WWR2_Shade Position0_Shade Depth2_VT3_Lighting Control1.png
South,60%,Top,100cm,70%,Daylight Control,61.69,0,108.2,5.5,57.5,Orientation0_WWR3_Shade Position0_Shade Depth2_VT3_Lighting Control1.png
East,60%,Top,100cm,70%,Daylight Control,66.4,9.99,100.2,5.8,49.8,Orientation1_WWR3_Shade Position0_Shade Depth2_VT3_Lighting Control1.png
North,60%,Top,100cm,70%,Daylight Control,80.52,29.07,87.1,5.8,37.5,Orientation2_WWR3_Shade Position0_Shade Depth2_VT3_Lighting Control1.png
West,60%,Top,100cm,70%,Daylight Control,73.04,25.81,101,6,50.8,Orientation3_WWR3_Shade Position0_Shade Depth2_VT3_Lighting Control1.png
South,30%,Right,100cm,70%,Daylight Control,44.17,0,106.1,5.1,52.3,Orientation0_WWR0_Shade Position1_Shade Depth2_VT3_Lighting Control1.png
East,30%,Right,100cm,70%,Daylight Control,49.36,9.89,99.8,5.6,46.8,Orientation1_WWR0_Shade Position1_Shade Depth2_VT3_Lighting Control1.png
North,30%,Right,100cm,70%,Daylight Control,59.55,22.43,90.9,6.2,38.6,Orientation2_WWR0_Shade Position1_Shade Depth2_VT3_Lighting Control1.png
West,30%,Right,100cm,70%,Daylight Control,52.51,14.46,101.7,5.8,48.7,Orientation3_WWR0_Shade Position1_Shade Depth2_VT3_Lighting Control1.png
South,40%,Right,100cm,70%,Daylight Control,52.24,0,106.3,5.4,54,Orientation0_WWR1_Shade Position1_Shade Depth2_VT3_Lighting Control1.png
East,40%,Right,100cm,70%,Daylight Control,57.32,12.53,98.6,6,46.8,Orientation1_WWR1_Shade Position1_Shade Depth2_VT3_Lighting Control1.png
North,40%,Right,100cm,70%,Daylight Control,68.63,28.59,86.5,6.3,35.5,Orientation2_WWR1_Shade Position1_Shade Depth2_VT3_Lighting Control1.png
West,40%,Right,100cm,70%,Daylight Control,61.18,21.92,101,6.2,49.2,Orientation3_WWR1_Shade Position1_Shade Depth2_VT3_Lighting Control1.png
South,50%,Right,100cm,70%,Daylight Control,58.54,0,106.8,5.6,55.4,Orientation0_WWR2_Shade Position1_Shade Depth2_VT3_Lighting Control1.png
East,50%,Right,100cm,70%,Daylight Control,63.92,14.84,97.9,6.5,46.6,Orientation1_WWR2_Shade Position1_Shade Depth2_VT3_Lighting Control1.png
North,50%,Right,100cm,70%,Daylight Control,77.34,32.08,83.1,7,32.2,Orientation2_WWR2_Shade Position1_Shade Depth2_VT3_Lighting Control1.png
West,50%,Right,100cm,70%,Daylight Control,68.06,27.2,100.4,6.7,49.2,Orientation3_WWR2_Shade Position1_Shade Depth2_VT3_Lighting Control1.png
South,60%,Right,100cm,70%,Daylight Control,64.97,0,107.3,5.8,56.8,Orientation0_WWR3_Shade Position1_Shade Depth2_VT3_Lighting Control1.png
East,60%,Right,100cm,70%,Daylight Control,71.04,16.33,97.3,6.9,46.4,Orientation1_WWR3_Shade Position1_Shade Depth2_VT3_Lighting Control1.png
North,60%,Right,100cm,70%,Daylight Control,90.51,35.7,80.4,7.4,29.7,Orientation2_WWR3_Shade Position1_Shade Depth2_VT3_Lighting Control1.png
West,60%,Right,100cm,70%,Daylight Control,76.05,30.28,100.6,7.2,49.7,Orientation3_WWR3_Shade Position1_Shade Depth2_VT3_Lighting Control1.png
South,30%,Left,100cm,70%,Daylight Control,44.41,0,106.1,5.1,52.3,Orientation0_WWR0_Shade Position2_Shade Depth2_VT3_Lighting Control1.png
East,30%,Left,100cm,70%,Daylight Control,47.59,5.32,101.5,5.6,48.2,Orientation1_WWR0_Shade Position2_Shade Depth2_VT3_Lighting Control1.png
North,30%,Left,100cm,70%,Daylight Control,59.04,21.88,90.9,6.2,38.5,Orientation2_WWR0_Shade Position2_Shade Depth2_VT3_Lighting Control1.png
West,30%,Left,100cm,70%,Daylight Control,54.91,18.8,100.4,5.9,47.7,Orientation3_WWR0_Shade Position2_Shade Depth2_VT3_Lighting Control1.png
South,40%,Left,100cm,70%,Daylight Control,53.01,0,106.4,5.4,54,Orientation0_WWR1_Shade Position2_Shade Depth2_VT3_Lighting Control1.png
East,40%,Left,100cm,70%,Daylight Control,55.83,8.37,100.3,6,48.3,Orientation1_WWR1_Shade Position2_Shade Depth2_VT3_Lighting Control1.png
North,40%,Left,100cm,70%,Daylight Control,68.67,28.66,86.5,6.3,35.4,Orientation2_WWR1_Shade Position2_Shade Depth2_VT3_Lighting Control1.png
West,40%,Left,100cm,70%,Daylight Control,63.62,25.85,99.1,6.3,47.5,Orientation3_WWR1_Shade Position2_Shade Depth2_VT3_Lighting Control1.png
South,50%,Left,100cm,70%,Daylight Control,58.64,0,106.8,5.6,55.4,Orientation0_WWR2_Shade Position2_Shade Depth2_VT3_Lighting Control1.png
East,50%,Left,100cm,70%,Daylight Control,62.3,10.23,99.6,6.5,48.2,Orientation1_WWR2_Shade Position2_Shade Depth2_VT3_Lighting Control1.png
North,50%,Left,100cm,70%,Daylight Control,76.39,32.22,83.4,7,32.5,Orientation2_WWR2_Shade Position2_Shade Depth2_VT3_Lighting Control1.png
West,50%,Left,100cm,70%,Daylight Control,70.63,30.56,98.8,6.7,47.7,Orientation3_WWR2_Shade Position2_Shade Depth2_VT3_Lighting Control1.png
South,60%,Left,100cm,70%,Daylight Control,65.75,0,107.3,5.8,56.8,Orientation0_WWR3_Shade Position2_Shade Depth2_VT3_Lighting Control1.png
East,60%,Left,100cm,70%,Daylight Control,69.48,11.25,99.5,6.8,48.5,Orientation1_WWR3_Shade Position2_Shade Depth2_VT3_Lighting Control1.png
North,60%,Left,100cm,70%,Daylight Control,90.07,35.7,80.2,7.4,29.5,Orientation2_WWR3_Shade Position2_Shade Depth2_VT3_Lighting Control1.png
West,60%,Left,100cm,70%,Daylight Control,78.96,34.69,98.6,7.3,47.7,Orientation3_WWR3_Shade Position2_Shade Depth2_VT3_Lighting Control1.png
